Pakistan,Mandi Bahauddin,32.5833333,73.5
Pakistan,Okara,30.8080556,73.4458313
Pakistan,Jaranwala,31.3333333,73.4333344
Russia,Surgut,61.25,73.4166641
Russia,Omsk,55,73.4000015
Pakistan,Pakpattan,30.35,73.4000015
Mali,Manadhoo,5.7666667,73.3833313
Mali,Hithadhoo,1.7833333,73.3833313
Mali,Naifaru,5.4333333,73.3333359
Pakistan,Gujar Khan,33.2666667,73.3166656
India,Bikaner,28.0166667,73.3000031
Pakistan,Bahawalnagar,29.9833333,73.2666702
Mali,Funadhoo,6.15,73.2666702
Mali,Midu,-0.5833333,73.2333298
Pakistan,Mansehra,34.3333333,73.1999969
India,Vadodara,22.3,73.1999969
Kazakhstan,Merke,42.8727778,73.1786118
India,Kalyan,19.25,73.1500015
India,Ulhasnagar,19.2166667,73.1500015
Pakistan,Harunabad,29.6133333,73.1388855
Mali,Nolhivaranfaru,6.7017755,73.1184769
Kazakhstan,Yereymentau,51.6213889,73.1069412
Pakistan,Sahiwal,30.6666667,73.0999985
Mali,Dhidhdhoo,6.8833333,73.0999985
Kazakhstan,Qaraghandy,49.7988889,73.0994415
Pakistan,Faisalabad,31.4166667,73.0833359
Mali,Hithadhoo,-0.6,73.0833359
Mali,Kulhudhuffushi,6.6220656,73.0699844
Pakistan,Rawalpindi,33.6,73.0666656
Pakistan,Arifwala,30.2833333,73.0666656
India,Bhiwandi,19.3,73.0666656
Pakistan,Islamabad,33.6100446,73.059082
Mali,Eydhafushi,5.1166667,73.0333328
India,Jodhpur,26.2866667,73.0299988
Mali,Ugoofaaru,5.6666667,73
Pakistan,Chiniot,31.72,72.9788895
India,Thane,19.2,72.9666672
Mali,Mahibadhoo,3.7833333,72.9666672
Mali,Magoodhoo,3.1,72.9666672
Kazakhstan,Temirtau,50.0544444,72.9483337
Kazakhstan,Moyynqum,44.2913889,72.9469452
Mali,Thinadhoo,0.5333333,72.9333344
Pakistan,Bhalwal,32.2658333,72.9008331
Mali,Kudahuvadhoo,2.6666667,72.9000015
Pakistan,Chakwal,32.9333333,72.8666687
Pakistan,Chishtian Mandi,29.8,72.8666687
Kazakhstan,Abay,49.6311111,72.8538895
India,Mumbai,19.01441,72.8479385
India,Surat,21.1666667,72.8333359
Kazakhstan,Lugovoy,42.9472222,72.7644424
Kazakhstan,Qulan,42.9152778,72.7080536
Pakistan,Chichawatni,30.5333333,72.6999969
Pakistan,Gojra,31.15,72.6833344
Pakistan,Sargodha,32.0836111,72.6711121
Pakistan,Kamalia,30.7333333,72.6500015
Pakistan,Burewala,30.1666667,72.6500015
Kazakhstan,Shakhan,49.8233333,72.6341629
India,Ahmadabad,23.0333333,72.6166687
Pakistan,Hasilpur,29.7122222,72.555275
Pakistan,Toba Tek Singh,30.9666667,72.4833298
Pakistan,Swabi,34.12,72.4722214
Pakistan,Attock City,33.7722222,72.3683319
Pakistan,Mian Channun,30.45,72.3666687
Pakistan,Mingaora,34.7761111,72.3611145
Pakistan,Khushab,32.2966667,72.3525009
Pakistan,Vihari,30.0333333,72.3499985
Afghanistan,Khandud,36.9488889,72.3169479
Pakistan,Jhang Sadr,31.2741667,72.3119431
Pakistan,Mailsi,29.8002778,72.1758347
India,Bhavnagar,21.7666667,72.1500015
Pakistan,Mardan,34.1983333,72.0458298
Pakistan,Nowshera Cantonment,33.9966667,72.0130539
Pakistan,Kahror Pakka,29.6166667,71.9166641
Kazakhstan,Stepnogorsk,52.3544444,71.8869476
Pakistan,Charsadda,34.1452778,71.7313919
Pakistan,Bahawalpur,29.4,71.6833344
Kazakhstan,Atasu,48.6813889,71.6433334
Pakistan,Lodhran,29.5333333,71.6333313
Tajikistan,Ishkashim,36.7272222,71.6116638
Pakistan,Peshawar,34.0077778,71.5733337
Tajikistan,Khorugh,37.4916667,71.5558319
Pakistan,Shabqadar,34.2152778,71.555275
Pakistan,Mianwali,32.5833333,71.5500031
Afghanistan,Ashkasham,36.6833333,71.5333328
Tajikistan,Karakenja,39.2422222,71.5261078
Kazakhstan,Sarykemer,43,71.5
Pakistan,Multan,30.1955556,71.4752808
Pakistan,Kohat,33.5869444,71.4422226
Kazakhstan,Astana,51.1811111,71.4277802
Kazakhstan,Taraz,42.9,71.3666687
Afghanistan,Asmar,35.03,71.3499985
Pakistan,Shujaabad,29.8833333,71.3000031
Pakistan,Ahmadpur East,29.15,71.2666702
Afghanistan,Munay,34.98,71.25
Pakistan,Muzaffargarh,30.0666667,71.1999969
Pakistan,Bhakkar,31.6333333,71.0666656
Afghanistan,Mulkanah,34.94,71.0599976
Afghanistan,Darwazkay,35.02,71.0400009
Pakistan,Kot Addu,30.47,70.964447
Pakistan,Leiah,30.9666667,70.9333344
Pakistan,Dera Ismail Khan,31.8327778,70.9024963
Pakistan,Shorko,31.9102778,70.8777771
Afghanistan,Mohmand Darrah,34.24,70.8700027
Afghanistan,Jorm,36.8666667,70.8344421
Kazakhstan,Qarazhal,48.0077778,70.7902756
India,Rajkot,22.3,70.7833328
Afghanistan,Achin,34.12,70.6999969
Pakistan,Khanpur,28.65,70.6500015
Pakistan,Dera Ghazi Khan,30.0561111,70.6344452
Tajikistan,Isfara,40.1166667,70.6333313
Afghanistan,Feyzabad,37.1175,70.5797195
Tajikistan,Vorukh,39.8533333,70.5769424
Tajikistan,Nefteobod,40.2,70.5666656
Tajikistan,Naugarzan,40.9333333,70.5500031
Tajikistan,Shurob,40.05,70.5500031
Kazakhstan,Qaratau,43.1666667,70.4666672
Tajikistan,Kim,40.2,70.4666672
Afghanistan,Jalalabad,34.42,70.4499969
Kazakhstan,Makinsk,52.6291667,70.4169464
Tajikistan,Konibodom,40.2833333,70.4166641
Tajikistan,Gharm,39.0241667,70.3794479
Kazakhstan,Turar Ryskulov,42.5333333,70.3333359
Tajikistan,Asht,40.6666667,70.3333359
Afghanistan,Mehtar Lam,34.6713889,70.2094421
Kazakhstan,Shchuchinsk,52.9333333,70.1999969
Tajikistan,Novobod,39.0077778,70.1555557
Pakistan,Sadiqabad,28.3,70.1333313
Afghanistan,Dorufchah,36.4397222,70.0838852
India,Jamnagar,22.4666667,70.0666656
Tajikistan,Leningrad,38.1077778,70.0308304
Tajikistan,Adrasmon,40.6486111,69.9855576
Tajikistan,Komsomolobod,38.8669444,69.9622192
Afghanistan,Khost,33.3380556,69.9202805
Kazakhstan,Lenger,42.2,69.9000015
Tajikistan,Roghun,38.7811111,69.8719406
Afghanistan,Farkhar,36.5722222,69.8580551
Kazakhstan,Aksu,42.4166667,69.8333359
Afghanistan,Rostaq,37.1275,69.8305588
Tajikistan,Kulob,37.9091667,69.7819443
Kazakhstan,Taiynsha,53.8477778,69.7638855
Kazakhstan,Zhangatas,43.5666667,69.75
Tajikistan,Palas,40.3136111,69.7444458
Tajikistan,Obigarm,38.72,69.7094421
Tajikistan,Chubek,37.6127778,69.7061081
Tajikistan,Kaindisoy,40.4927778,69.7024994
Tajikistan,Chkalovsk,40.2386111,69.6966629
Tajikistan,Taboshar,40.5688889,69.640274
Afghanistan,Tagao,34.85,69.6399994
Afghanistan,Hokumati Azraw,34.17,69.6399994
Tajikistan,Khujand,40.28,69.6316681
Afghanistan,Yengi Qal`eh,37.4672222,69.609169
Kazakhstan,Shymkent,42.3,69.5999985
Tajikistan,Oltintopkan,40.645,69.5966644
Tajikistan,Sovety,38.0458333,69.5880585
Afghanistan,Taloqan,36.7360511,69.5345078
Tajikistan,Proletarsk,40.1686111,69.5083313
Afghanistan,At Khvajeh,37.0841667,69.4805527
Tajikistan,Farkhor,37.4922222,69.4016647
Kazakhstan,Kokshetau,53.2775,69.3883362
Kazakhstan,Kazygurt,41.7588889,69.3863907
Tajikistan,Quruqsoy,40.5786111,69.3777771
Tajikistan,Nov,40.1538889,69.3730545
Tajikistan,Danghara,38.0963889,69.335556
Tajikistan,Buston,40.5216667,69.3308334
Tajikistan,Norak,38.3883333,69.3249969
Kazakhstan,Temirlanovka,42.5994444,69.2633362
Afghanistan,Jabal os Saraj,35.118333,69.2377777
Afghanistan,Gardez,33.59,69.2200012
Afghanistan,Kabul,34.5166667,69.1833344
Pakistan,Kandhkot,28.2333333,69.1833344
Kazakhstan,Sholaqqkorghan,43.765,69.1813889
Afghanistan,Charikar,35.013611,69.1713867
Kazakhstan,Saryagash,41.45,69.1666641
Afghanistan,Dasht-e Archi,37.1333333,69.1666641
Kazakhstan,Petropavlovsk,54.8752778,69.1627808
Afghanistan,Nahrin,36.0652778,69.1338882
Afghanistan,Mir Bachcheh Kowt,34.7488889,69.1191635
Pakistan,Pano Aqil,27.85,69.1166687
Afghanistan,Khanabad,36.68,69.1100006
Tajikistan,Panj,37.2383333,69.0969467
Tajikistan,Yovan,38.3130556,69.0430527
Afghanistan,Pul-i-Alam,33.98,69.0299988
Tajikistan,Kofarnihon,38.5530556,69.019722
Tajikistan,Istaravshan,39.9108333,69.0063858
Pakistan,Mirpur Khas,25.5333333,69
Afghanistan,Paghman,34.5875,68.953331
Afghanistan,Baraki Barak,33.9675,68.9486084
Tajikistan,Tagob,38.8411111,68.930275
Afghanistan,Emam Saheb,37.1822222,68.9124985
Pakistan,Sukkur,27.7,68.8666687
Afghanistan,Konduz,36.72,68.8600006
Tajikistan,Kirovskiy,37.8166667,68.8499985
Pakistan,Badin,24.65,68.8333359
Tajikistan,Vakhsh,37.7108333,68.8311081
Tajikistan,Varzob,38.7758333,68.8308334
Tajikistan,Kuybishevsk,37.95,68.8166656
Tajikistan,Orzu,37.6,68.8166656
Tajikistan,Boshkengash,38.4647222,68.8036118
Afghanistan,Zareh Sharan,33.1466667,68.7916641
Tajikistan,Qurghonteppa,37.8363889,68.7802811
Afghanistan,Qaravol,37.2211111,68.7799988
Tajikistan,Dushanbe,38.56,68.7738876
Pakistan,Khairpur,27.5333333,68.7666702
Tajikistan,Pakhtakoron,40.1666667,68.75
Afghanistan,Pol-e Khomri,35.9425,68.7191696
Pakistan,Tando Allahyar,25.4666667,68.7166672
Afghanistan,Baghlan,36.12,68.6999969
Tajikistan,Dusty,37.3486111,68.6733322
Pakistan,Tando Adam,25.7666667,68.6666641
Tajikistan,Kolkhozobod,37.5894444,68.6608353
Pakistan,Shikarpur,27.95,68.6333313
Tajikistan,Khodzha-Maston,38.7333333,68.6166687
Pakistan,Shahdadpur,25.9333333,68.6166687
Kazakhstan,Khantaghy,43.5263889,68.5774994
Tajikistan,Hisor,38.5247222,68.5513916
Tajikistan,Ayny,39.3975,68.5405579
Pakistan,Tando Muhammad Khan,25.1333333,68.5333328
Tajikistan,Jilikul,37.4936111,68.5311127
Kazakhstan,Kentau,43.5219444,68.5108337
Afghanistan,Dahaneh-ye Ghowri,35.9075,68.4938889
Tajikistan,Garavuti,37.5602778,68.4524994
Afghanistan,Zarghun Shahr,32.8472222,68.4458313
Pakistan,Jacobabad,28.2838889,68.4361115
Afghanistan,Ghazni,33.5535554,68.4268875
Pakistan,Nawabshah,26.25,68.4166641
Pakistan,Hyderabad,25.3666667,68.3666687
Kazakhstan,Asykata,40.8994444,68.3611145
Kazakhstan,Atbasar,51.8,68.3333359
Tajikistan,Shakhrinav,38.5736111,68.3330536
Pakistan,Kotri,25.3666667,68.3000031
Kazakhstan,Turkestan,43.3333333,68.25
Tajikistan,Tursunzoda,38.5108333,68.230278
Pakistan,Larkana,27.55,68.2166672
Tajikistan,Chorbog,37.4166667,68.1999969
Tajikistan,Shahrtuz,37.2594444,68.1347198
Tajikistan,Tartki,37.5833333,68.1333313
Afghanistan,Samangan,36.2652778,68.0166702
Pakistan,Kambar,27.6,68
Pakistan,Moro,26.6666667,68
Kazakhstan,Shardara,41.2547222,67.9691696
Pakistan,Shahdadkot,27.85,67.9000015
Pakistan,Dadu,26.7333333,67.7833328
Kazakhstan,Zhezqazghan,47.7833333,67.7666702
Afghanistan,Tashqorghan,36.6952778,67.6980591
Tajikistan,Panjakent,39.5030556,67.6149979
Afghanistan,Cool urhajo,34.2654452,67.3451614
Kazakhstan,Zhangaqorghan,43.915,67.2480545
Afghanistan,Mazar-e Sharif,36.7069444,67.1122208
Pakistan,Karachi,24.8666667,67.0500031
Afghanistan,Panjab,34.3875,67.0233307
Pakistan,Quetta,30.1872222,67.0124969
Pakistan,Kot Malik,30.1958333,66.9974976
Kazakhstan,Arqalyq,50.2486111,66.9113922
Afghanistan,Kalat-i-Ghilzai,32.1,66.9100037
Afghanistan,Balkh,36.7586111,66.8961105
Afghanistan,Lab-Sar,36.0261111,66.8386078
Afghanistan,Qarchi Gak,37.0355556,66.788887
Kazakhstan,Shieli,44.1666667,66.75
Afghanistan,Lar Gerd,35.4897222,66.6636124
Afghanistan,Uruzgan,32.92,66.6299973
Pakistan,Khuzdar,27.8,66.6166687
Pakistan,Chaman,30.9169444,66.4597244
Afghanistan,Sang-e Charak,35.8497222,66.4369431
Afghanistan,Tokzar,35.9488889,66.4199982
Kazakhstan,Esil,51.9555556,66.4041672
Kazakhstan,Derzhavinsk,51.1,66.3166656
Afghanistan,Tagow Bay,35.7016667,66.0613861
Afghanistan,Qarqin,37.4127778,66.047226
Afghanistan,Chiras,35.4166667,65.9833298
Afghanistan,Sar-e Pol,36.2155556,65.9363861
Afghanistan,Sheberghan,36.6672222,65.7536087
Afghanistan,Kandahar,31.61,65.6999969
Afghanistan,Qal`eh Shahr,35.5483333,65.5677795
Kazakhstan,Tasboget,44.7727778,65.5524979
Kazakhstan,Kyzylorda,44.8527778,65.5091629
Afghanistan,Darzab,35.9783333,65.3791656
Russia,Kurgan,55.45,65.3333359
Afghanistan,Andkhvoy,36.9525,65.1236115
Afghanistan,Sangin,32.0733333,64.8338852
Kazakhstan,Zhalaghash,45.0833333,64.6666641
Afghanistan,Gereshk,31.8188889,64.5647202
Afghanistan,Nawab City,31.58,64.3600006
Afghanistan,Shahrag,34.1083333,64.3033371
Afghanistan,Darvishan,31.1333333,64.1924973
Kazakhstan,Dzhusaly,45.4877778,64.0780563
Kazakhstan,Qostanay,53.1666667,63.5833321
Kazakhstan,Baykonyr,45.616667,63.3166656
Afghanistan,`Alaqehdari Deh-e Shu,30.4347222,63.3072205
Kazakhstan,Rudnyy,52.9594444,63.1205559
Pakistan,Turbat,26.0027778,63.0505562
Kazakhstan,Kachar,53.3905556,62.9297218
Afghanistan,Khash,31.5291667,62.7924995
Afghanistan,Rudbar,30.15,62.5999985
Afghanistan,Karokh,34.4791667,62.5869446
Kazakhstan,Lisakovsk,52.5369444,62.4936104
Afghanistan,Herat,34.34,62.1899986
Afghanistan,Char Burj,34.24,62.1899986
Kazakhstan,Ayteke Bi,45.8536111,62.1561127
Afghanistan,Sindand,33.3,62.1399994
Afghanistan,Farakh,32.37,62.1100006
Afghanistan,Kushk,33.2961111,61.9527779
Afghanistan,Mirabad,30.4352778,61.8347206
Afghanistan,Qareh Bagh,34.9405556,61.7775002
Afghanistan,Zendeh Jan,34.3455556,61.7316666
Kazakhstan,Aral,46.8,61.6666679
Afghanistan,Anar Darreh,32.7622222,61.6525002
Iran,Zabol,31.0297222,61.497776
Russia,Chelyabinsk,55.1544444,61.4297218
Afghanistan,Tir Pol,34.5952778,61.2669449
Iran,Khash,28.2197222,61.2130547
Kazakhstan,Dzhetygara,52.1908333,61.2005539
Afghanistan,Kuhestan,34.6538889,61.1977768
Afghanistan,Eslam Qal`eh,34.6666667,61.0666656
Iran,Zahedan,29.4977778,60.872776
Iran,Iranshahr,27.2038889,60.6919441
Russia,Yekaterinburg,56.8575,60.6124992
Russia,Nizhniy Tagil,57.9194444,59.9650002
Russia,Zlatoust,55.1711111,59.6508331
Iran,Mashhad,36.2958333,59.6119461
Oman,Sur,22.5666667,59.5288887
Iran,Torbat-e Heydariyeh,35.2736111,59.2200012
Iran,Birjand,32.8738889,59.2144432
Russia,Magnitogorsk,53.4186111,59.0472221
Oman,Badiyah,22.45,58.7999992
Iran,Neyshabur,36.2097222,58.7988892
Oman,Al Qabil,22.5666667,58.7000008
Oman,Muscat,23.6133333,58.5933342
Russia,Orsk,51.2252778,58.5699997
Oman,Ibra,22.6902778,58.5469437
Iran,Quchan,37.1069444,58.5097237
Iran,Kashmar,35.2363889,58.481945
Kazakhstan,Khromtau,50.2502778,58.4347229
Oman,Bawshar,23.5316667,58.3894463
Iran,Bam,29.1077778,58.3619461
Oman,As Sib,23.6802778,58.1824989
Kazakhstan,Emba,48.8263889,58.144165
Oman,Bidbid,23.4063889,58.1263885
Mauritius,Grande Riviere Sud Est,-20.2861111,57.7758331
Mauritius,Quatre Soeurs,-20.2991667,57.7705574
Oman,Izki,22.9333333,57.7666664
Mauritius,Grand Sable,-20.3141667,57.7644463
Mauritius,Quatre Cocos,-20.2077778,57.7625008
Mauritius,Bambous Virieux,-20.3427778,57.7574997
Mauritius,Mare La Chaux,-20.1980556,57.7494431
Mauritius,Camp Ithier,-20.2158333,57.7455559
Mauritius,Bel Air,-20.2541667,57.7452774
Mauritius,Ecroignard,-20.2261111,57.7361107
Mauritius,Bois des Amourettes,-20.3630556,57.7311096
Mauritius,Poste de Flacq,-20.1630556,57.7305565
Mauritius,Olivia,-20.2975,57.7255554
Mauritius,Centre de Flacq,-20.1897222,57.7144432
Mauritius,Roches Noire,-20.1111111,57.7122231
Mauritius,Queen Victoria,-20.22,57.7075005
Mauritius,Clemencia,-20.2638889,57.7061119
Mauritius,Mahebourg,-20.4080556,57.7000008
Mauritius,Beau Vallon,-20.4188889,57.6952782
Mauritius,Plaines des Roches,-20.1116667,57.690834
Mauritius,Sebastopol,-20.2888889,57.6875
Mauritius,Riviere du Rempart,-20.1030556,57.6847229
Iran,Sabzevar,36.2144444,57.6797218
Mauritius,Laventure,-20.1458333,57.6766663
Mauritius,Camp de Masque,-20.2369444,57.6633339
Mauritius,Lalmatie,-20.1897222,57.6611099
Mauritius,Grand Gaube,-20.0063889,57.6608315
Mauritius,Amaury,-20.1308333,57.6591682
Mauritius,Bon Accueil,-20.1708333,57.6563873
Mauritius,Montagne Blanche,-20.2827778,57.6544456
Mauritius,Plaine Magnien,-20.4286111,57.6530571
Mauritius,Brisee Verdiere,-20.1638889,57.6466675
Mauritius,Roche Terre,-20.0186111,57.644722
Mauritius,Goodlands,-20.035,57.643055
Mauritius,Esperance Trebuchet,-20.0697222,57.6419449
Mauritius,Saint Hubert,-20.3641667,57.6383324
Mauritius,Saint Julien,-20.2263889,57.6363907
Mauritius,Melrose,-20.2697222,57.6319427
Mauritius,Piton,-20.0902778,57.6302795
Mauritius,Cottage,-20.0597222,57.6291656
Mauritius,Camp Thorel,-20.2147222,57.6161118
Mauritius,Cap Malheureux,-19.9841667,57.6141663
Mauritius,New Grove,-20.4086111,57.6136093
Mauritius,Providence,-20.2447222,57.6122208
Mauritius,Petit Raffray,-20.0133333,57.6119461
Mauritius,Cluny,-20.3669444,57.6038895
Mauritius,Mapou,-20.0758333,57.601387
Mauritius,Rose Belle,-20.4002778,57.5966682
Mauritius,Dubreuil,-20.2975,57.5950012
Mauritius,Congomah,-20.1488889,57.5908318
Mauritius,Quartier Militaire,-20.2438889,57.5891685
Mauritius,Bananes,-20.3466667,57.5886116
Mauritius,The Vale,-20.0283333,57.5877762
Mauritius,Camp Diable,-20.4627778,57.5788879
Mauritius,Fond du Sac,-20.0430556,57.5786095
Mauritius,Grand Baie,-20.0136111,57.5738907
Mauritius,Plaine des Papayes,-20.065,57.5724983
Mauritius,Pamplemousses,-20.1038889,57.5702782
Mauritius,Long Mountain,-20.1430556,57.5622215
Mauritius,Nouvelle France,-20.3705556,57.5611115
Mauritius,Midlands,-20.3325,57.5583344
Mauritius,Morcellemont Saint Andre,-20.0730556,57.5580559
Mauritius,Creve Coeur,-20.1911111,57.5572205
Mauritius,La Dagotiere,-20.2444444,57.5541649
Mauritius,Calebasses,-20.1116667,57.5538902
Mauritius,Notre Dame,-20.1405556,57.5530548
Mauritius,Riviere des Anguilles,-20.4852778,57.5508347
Mauritius,Triolet,-20.0547222,57.5452766
Mauritius,Grand Bois,-20.4188889,57.5441666
Mauritius,Verdun,-20.2283333,57.5438881
Mauritius,Saint Aubin,-20.4916667,57.5413895
Mauritius,Arsenal,-20.1055556,57.5352783
Oman,Nizwa,22.9333333,57.5333328
Oman,Adam,22.3833333,57.5333328
Oman,Bayt al `Awabi,23.2997222,57.5294456
Mauritius,Terre Rouge,-20.1261111,57.5244446
Mauritius,Le Hochet,-20.135,57.5211105
Mauritius,Saint Pierre,-20.2175,57.5208321
Mauritius,Curepipe,-20.3147222,57.5202789
Mauritius,Souillac,-20.5166667,57.5166664
Mauritius,Grande Pointe aux Piments,-20.0627778,57.5130539
Iran,Esfarayen,37.0733333,57.5072212
Mauritius,Surinam,-20.5097222,57.5052795
Mauritius,Port Louis,-20.1619444,57.4988899
Mauritius,Moka,-20.2188889,57.4958344
Mauritius,Vacoas,-20.2980556,57.4783325
Mauritius,Pailles,-20.1855556,57.4772224
Mauritius,Quatre Bornes,-20.2644444,57.4719429
Mauritius,Chamouny,-20.4822222,57.4661102
Mauritius,Chemin Grenier,-20.4872222,57.4655571
Mauritius,Petite Riviere,-20.1894444,57.4452782
Oman,As Suwayq,23.8494444,57.4386101
Mauritius,Gros Cailloux,-20.2072222,57.4300003
Oman,Rustaq,23.3908333,57.4244461
Mauritius,Cascavelle,-20.2869444,57.4072227
Mauritius,Albion,-20.2116667,57.4008331
Mauritius,Chamarel,-20.4225,57.3838882
Mauritius,Tamarin,-20.3255556,57.3705559
Mauritius,Grande Riviere Noire,-20.3602778,57.3661118
Mauritius,Petite Case Noyale,-20.3930556,57.3650017
Mauritius,Flic en Flac,-20.2741667,57.3630562
Iran,Bojnurd,37.4775,57.3244438
Kazakhstan,Aqtobe,50.2796868,57.2071838
Oman,Al Khaburah,23.9811111,57.1044426
Iran,Kerman,30.2938889,57.0841675
Iran,Minab,27.1467,57.080101
Oman,Saham,24.1722222,56.8886108
Oman,Suhar,24.3688889,56.7438889
Oman,Yanqul,23.5855556,56.5408325
Oman,`Ibri,23.2257298,56.5157204
Kazakhstan,Shubarkuduk,49.1447222,56.4872208
Oman,Shinas,24.7433333,56.4658318
Iran,Qeshm,26.9581,56.2719002
Oman,Khasab,26.1916667,56.2436104
Russia,Ufa,54.775,56.0374985
Iran,Rafsanjan,30.4066667,55.9938889
Russia,Sterlitamak,53.6330556,55.9463882
Oman,Al Buraymi,24.25,55.75
Iran,Sirjan,29.4513889,55.6716652
Seychelles,Victoria,-4.6166667,55.4500008
Kazakhstan,Beyneu,45.3166667,55.2000008
Iran,Gonbad-e Kavus,37.255,55.1713905
Russia,Orenburg,51.7847222,55.0986099
Iran,Shahrud,36.43,54.9477768
Kazakhstan,Karagandy,50.0666667,54.8666649
Iran,Darab,28.7519444,54.544445
Iran,Gorgan,36.8394444,54.4361115
Iran,Yazd,31.8972222,54.3675003
Iran,Damghan,36.1666667,54.3438873
Oman,Salalah,17.0175,54.0827789
Iran,Fasa,28.9394444,53.6500015
Iran,Behshahr,36.6944444,53.5424995
Iran,Semnan,35.5752778,53.394165
Kazakhstan,Maqat,47.65,53.3166656
Russia,Izhevsk,56.85,53.2333336
Iran,Sari,36.5677778,53.0586128
Kazakhstan,Aksay,51.1677778,52.9949989
Iran,Akbarabad,29.245,52.7755547
Iran,Babol,36.5441667,52.6788902
Iran,Firuzabad,28.8461111,52.5713882
Iran,Shiraz,29.615,52.5383339
Russia,Naberezhnyye Chelny,55.7561111,52.4288902
Iran,Amol,36.4708333,52.3633347
Kazakhstan,Shetpe,44.1666667,52.1166649
Kazakhstan,Zhetibay,43.5941667,52.0788879
Kazakhstan,Atyrau,47.1166667,51.8833351
Iran,Shahreza,32.0338889,51.8794441
Kazakhstan,Balyqshy,47.0666667,51.8666649
Russia,Nizhnekamsk,55.6383333,51.8169441
Kazakhstan,Inderbor,48.55,51.7833328
Iran,Esfahan,32.6597222,51.6713905
Iran,Kazerun,29.6183333,51.6583328
Kazakhstan,Quryq,43.2,51.6500015
Iran,Varamin,35.3252778,51.6455574
Qatar,Al Wakrah,25.1677778,51.606945
Iran,Qarchak,35.4394444,51.5688896
Iran,Nurabad,30.1252778,51.5383339
Qatar,Al Wukayr,25.1508333,51.5377769
Qatar,Doha,25.2866667,51.5333328
Iran,Homayunshahr,32.6861111,51.5319443
Qatar,Al Khawr,25.6838889,51.5058327
Iran,Tehran,35.6719444,51.4244461
Qatar,Ar Rayyan,25.2919444,51.4244461
Iran,Chalus,36.6547222,51.4219437
Qatar,Umm Salal Muhammad,25.4169444,51.4038887
Qatar,Fuwayrit,26.0216667,51.3669434
Kazakhstan,Oral,51.2333333,51.3666649
Iran,Najafabad,32.6330556,51.3658333
Iran,Eslamshahr,35.5644444,51.2558327
Qatar,Al Ghuwayriyah,25.8297222,51.2452774
Iran,Borazjan,29.2622222,51.2052765
Qatar,Al Kharrarah,24.9044444,51.1749992
Qatar,Al Jumayliyah,25.6094444,51.0922203
Somalia,Bargaal,11.2833333,51.0833321
Iran,Robat Karim,35.4846,51.082901
Somalia,Bereeda,11.85,51.0499992
Iran,Karaj,35.8287611,50.9982033
Iran,Qom,34.6452778,50.8808327
Iran,Shahr-e Kord,32.3255556,50.8644447
Qatar,Abu Samrah,24.7483333,50.8400002
Iran,Bandar-e Bushehr,28.9684,50.838501
Somalia,Bandarbeyla,9.4833333,50.8166656
Russia,Syktyvkar,61.6666667,50.8122215
Qatar,Umm Bab,25.2141667,50.8072205
Iran,Do Gonbadan,30.3586,50.7980995
Qatar,Dukhan,25.4297222,50.7858315
Bahrain,Al Hadd,26.2455556,50.6541672
Bahrain,Sitrah,26.1547222,50.6205559
Bahrain,Al Muharraq,26.2572222,50.6119461
Iran,Nazarabad,35.9521,50.6074982
Bahrain,Manama,26.2361111,50.5830574
Iran,Deh Dasht,30.7936111,50.5649986
Bahrain,Jidd Hafs,26.2186111,50.5477791
Bahrain,Madinat `Isa,26.173611,50.5477791
Bahrain,Dar Kulayb,26.0686111,50.5038872
Iran,Saveh,35.0213,50.3566017
Azerbaijan,Artyom,40.4708333,50.3216667
Azerbaijan,Zira,40.3636111,50.2902794
Malawi,Antalaha,-14.8833333,50.2833328
Iran,Behbahan,30.5983333,50.2449989
Somalia,Iskushuban,10.2833333,50.2333336
Azerbaijan,Turkan,40.3638889,50.2150002
Malawi,Sambava,-14.2666667,50.1666679
Russia,Samara,53.2,50.1500015
Iran,Langerud,37.1952778,50.1491661
Azerbaijan,Mardakan,40.4922222,50.1388893
Azerbaijan,Buzovna,40.5161111,50.1163902
Azerbaijan,Hovsan,40.3744444,50.0852776
Iran,Khomeyn,33.6436111,50.0780563
Azerbaijan,Bina,40.4538889,50.0763893
Azerbaijan,Bilgah,40.5680556,50.0377769
Iran,Qazvin,36.2622222,50.0169449
Azerbaijan,Nardaran,40.5561111,50.0055542
Azerbaijan,Mastaga,40.5327778,50.0038872
Azerbaijan,Amircan,40.4263889,49.9836121
Azerbaijan,Ramana,40.4422222,49.9805565
Azerbaijan,Qaracuxur,40.3966667,49.9736099
Azerbaijan,Bakixanov,40.4216667,49.9644432
Azerbaijan,Zabrat,40.4872222,49.9524994
Azerbaijan,Sabuncu,40.4425,49.9480553
Azerbaijan,Balaxani,40.4616667,49.9199982
Azerbaijan,Baku,40.3952778,49.8822212
Somalia,Qandala,11.4711111,49.8738899
Malawi,Ambodifotatra,-16.9833333,49.8499985
Azerbaijan,Binaqadi,40.4758333,49.8222237
Somalia,Eyl,7.9833333,49.8166656
Azerbaijan,Bilacari,40.4313889,49.8080559
Azerbaijan,Badamdar,40.3394444,49.8038902
Azerbaijan,Xocasan,40.4122222,49.7716675
Malawi,Mananara Avaratra,-16.1666667,49.7666664
Malawi,Maroantsetra,-15.4333333,49.7333336
Azerbaijan,Lokbatan,40.3272222,49.7299995
